,movie_id,actor_1_gender,actor_2_gender,actor_1_name,actor_2_name,director_gender,director_name,Unnamed: 0.1,Unnamed: 0,adult,budget,genres,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count
8608,22998,2,1,Mel Brooks,Anne Bancroft,2,Alan Johnson,8834,Comedy,False,0,Comedy,en,To Be or Not to Be,"A bad Polish actor is just trying to make a living when Poland is invaded by the Germans in World War II. His wife has the habit of entertaining young polish officers while he's on stage, which is also a source of depression to him. When one of her officers comes back on a Secret Mission, the actor takes charge and comes up with a plan for them to escape. remake of Ernst Lubitsch's 1942 black comedy with the same name.",8.378174,Twentieth Century Fox Film Corporation,United States of America,1983-12-16,13030214.0,107.0,Polski,To Be or Not to Be,7.0,49.0
8609,15301,2,2,Albert Brooks,Vic Morrow,2,Steven Spielberg,8835,Drama,False,10000000,Drama,en,Twilight Zone: The Movie,"Four directors collaborated to remake four episodes of the popular television series 'The Twilight Zone' for this movie. The episodes are updated slightly and in color (the television show was in black-and-white), but very true to the originals, where eerie and disturbing situations gradually spin out of control. ""A Quality of Mercy"", ""Kick the Can"", ""It's a Good Life"", and ""Nightmare at 20,000 Feet"".",5.836054,Warner Bros.,United States of America,1983-06-24,29450919.0,101.0,English,Twilight Zone: The Movie,6.2,164.0
8612,11609,2,2,Graham Chapman,Martin Hewitt,2,Mel Damski,8838,Comedy,False,0,Comedy,en,Yellowbeard,"For years Yellowbeard had looted the Spanish Main, making men eat their lips and swallow their hearts. Caught and convicted for tax evasion, he's sentenced to 20 years in St. Victim's Prison for the Extremely Naughty. In a scheme to confiscate his fabulous treasure, the Royal Navy allows him to escape and follows him, where saucy tarts, lisping demigods and some awful puns and punishments await.",9.290415,Hemdale Film Corporation,United Kingdom,1983-06-24,4300000.0,96.0,English,Yellowbeard,5.7,44.0
8625,47874,2,1,Ryan O'Neal,Shelley Long,2,Charles Shyer,8851,Comedy,False,0,Comedy,en,Irreconcilable Differences,"Alternating between the past and the present, a precocious little girl sues her selfish, career-driven parents for emancipation, surprising them both.",1.704114,Lantana,United States of America,1984-09-28,12384120.0,113.0,English,Irreconcilable Differences,5.0,14.0
8629,47359,2,2,Sean Penn,Nicolas Cage,2,Richard Benjamin,8855,Drama,False,9000000,Drama,en,Racing with the Moon,"Henry and Nicky are small town pals from blue collar families with only a short time before they ship off to World War II. Henry begins romancing new-to-town Caddie Winger, believing her to be wealthy. Mischievious and irresponsible, Nicky gets into trouble which forces the other two to become involved, testing their relationship, as well as the friendship between the boys.",10.941991,Paramount Pictures,United States of America,1984-03-23,6045657.0,108.0,English,Racing with the Moon,5.8,15.0
8633,8221,1,2,Carmen Maura,Ángel de Andrés López,2,Pedro Almodóvar,8859,Drama,False,0,Drama,es,¿Qué he hecho yo para merecer esto!,"Almodóvar has described his fourth film as a homage to Italian Neorealism, although this tribute also involves jokes about paedophilia, prostitution, and a telekenetic child. The film, set in the towerblocks around Madrid, depicts female frustration and family breakdown.",2.154915,Kaktus Producciones Cinematográficas,Spain,1984-10-24,706685.0,102.0,Français,What Have I Done to Deserve This?,7.4,37.0
8638,54407,2,1,Barry Otto,Lynette Curran,2,Ray Lawrence,8864,Comedy,False,3400000,Comedy,en,Bliss,"An advertising executive dies and goes to hell... except nothing changes. Well, his daughter is buying drugs with sexual favours from her brother, and the number of cancer-causing products is on the increase. But the notes he writes to himself to prove he hasn't gone insane are getting more disjointed, and he runs off with an ex-prostitute called Honey Barbera.",0.40319,New South Wales Film Corp.,Australia,1985-10-04,660537.0,112.0,English,Bliss,5.2,5.0
8646,27064,2,0,Ken Ogata,Gô Rijû,0,Paul Schrader,8872,Drama,False,5000000,Drama,en,Mishima: A Life in Four Chapters,"A fictional account of the life of Japanese author Yukio Mishima told in four parts. The first three parts relate events in three of his novels: The temple of the Golden Pavilion, Kyoko's House, and Ranaway Horses. The last part depicts the events of 25th November 1970.",8.591834,Lucasfilm,Japan,1985-05-15,502758.0,121.0,English,Mishima: A Life in Four Chapters,7.7,37.0
8655,16082,2,2,Mikhail Baryshnikov,Gregory Hines,0,Taylor Hackford,8881,Drama,False,0,Drama,en,White Nights,"An expatriate Russian dancer is on a plane forced to land on Soviet territory. He is taken to an apartment in which a black American who has married a Russian woman lives with her. He is to become a dancer for the Bolshoi again, but he wishes to escape, but can he trust the American?",3.043177,Columbia Pictures,United States of America,1985-11-22,42160849.0,136.0,English,White Nights,6.2,30.0
8659,26555,2,2,Robin Williams,Peter O'Toole,2,Harold Ramis,8885,Comedy,False,15000000,Comedy,en,Club Paradise,"When Chicago firefighter Jack Moniker retires and moves to a small Caribbean island, he is befriended by the owner of a run-down resort. Together they renovate the resort and lure tourists to Club Paradise in an effort to fight off corrupt officials and businessmen who want to claim the resort as their own.",4.079853,Warner Bros.,United States of America,1986-07-11,12308521.0,96.0,English,Club Paradise,4.3,20.0
8664,24657,2,1,Erland Josephson,Susan Fleetwood,2,Andrei Tarkovsky,8890,Drama,False,0,Drama,sv,Offret,"Alexander, a journalist, philosopher and retired actor, celebrates a birthday with friends and family when it is announced that nuclear war has begun.",5.001997,Argos Films,Sweden,1986-05-14,300653.0,149.0,English,The Sacrifice,7.2,87.0
8667,36677,2,1,Richard Jordan,Jami Gertz,2,Alan Johnson,8893,Science Fiction,False,25000000,Science Fiction,en,Solarbabies,"In a future in which most water has disappeared from the Earth, we find a group of children, mostly teenagers, who are living at an orphanage, run by the despotic rulers of the new Earth. The group in question plays a hockey based game on roller skates and is quite good. It has given them a unity that transcends the attempts to bring them to heel by the government. Finding an orb of special power, they find it has unusual effects on them. They escape from the orphanage (on skates) and try to cross the wasteland looking for a place they can live free as the storm-troopers search for them and the orb.",1.278665,Brooksfilms,United States of America,1986-11-26,1579260.0,94.0,English,Solarbabies,5.1,12.0
8668,11471,2,2,Ti Lung,Chow Yun-fat,2,John Woo,8894,Action,False,0,Action,cn,英雄本色,"A reforming ex-gangster tries to reconcile with his estranged policeman brother, but the ties to his former gang are difficult to break.",9.488593,Cinema City Company Limited,Hong Kong,1986-08-02,4469460.0,95.0,广州话 / 廣州話,A Better Tomorrow,7.3,102.0
8676,8852,2,1,Donald Pleasence,Lisa Blount,2,John Carpenter,8903,Horror,False,3000000,Horror,en,Prince of Darkness,"A research team finds a mysterious cylinder in a deserted church. If opened, it could mean the end of the world.",8.587231,Universal Pictures,United States of America,1987-10-23,14182492.0,101.0,Latin,Prince of Darkness,6.6,192.0
8693,48309,2,1,Viggo Mortensen,Chelsea Field,2,Renny Harlin,8920,Crime,False,1300000,Crime,en,Prison,"After Charles Forsyth was sent to the electric chair for a crime he didn't commit, he forever haunts the prison where he was executed. Flash forward several years when the prison is reopened, under the control of its new warden Eaton Sharpe, a former security guard who framed Charlie. When prisoners are ordered to break down the wall to the execution room, they unknowingly release the angry spirit of Charles Forsyth, a powerful being distributing his murderous rage to all, leading up to the Warden himself.",11.582419,Empire Pictures,United States of America,1988-03-04,354704.0,102.0,English,Prison,6.7,27.0
8699,16859,1,1,Minami Takayama,Rei Sakuma,2,Hayao Miyazaki,8927,Animation,False,6900000,Animation,ja,魔女の宅急便,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",12.220581,Studio Ghibli,Japan,1989-07-29,18172849.0,103.0,日本語,Kiki's Delivery Service,7.6,768.0
8708,9768,2,1,Johnny Depp,Amy Locane,2,John Waters,8936,Comedy,False,11000000,Comedy,en,Cry-Baby,A prim and proper schoolgirl goes against her mother's wishes when she dates a motorcycle-riding juvenile delinquent.,8.290384,Imagine Entertainment,United States of America,1990-04-05,8266343.0,85.0,English,Cry-Baby,6.4,289.0
8710,60778,2,2,Anthony Edwards,Forest Whitaker,2,Richard Benjamin,8938,Action,False,0,Action,en,Downtown,"Officer Alex Kearney patrols an upscale neighborhood in Philadelphia, where he pulls over a well-connected white collar executive who promises to get even with the policeman. Soon, Kearney learns that he is off the cushy suburban beat and must now work in the deadliest precinct in Philly, where he is partnered with tough veteran cop Dennis Curran. Tensions are high between them, but Kearney soon proves he can play just as rough as the crooks.",1.026053,Twentieth Century Fox Film Corporation,United States of America,1990-01-12,2346150.0,96.0,English,Downtown,5.9,9.0
8711,27274,2,0,James Lorinz,Patty Mullen,0,Frank Henenlotter,8939,Comedy,False,2500000,Comedy,en,Frankenhooker,"A medical school dropout loses his fiancée in a tragic lawnmower incident, and decides to bring her back. Unfortunately, he was only able to save her head, so he goes to the red light district in the city and lures prostitutes into a hotel room so he can get parts for his girlfriend.",5.097791,Levins-Henenlotter,United States of America,1990-06-01,205068.0,85.0,English,Frankenhooker,5.7,65.0
8713,10485,2,1,Bill Cosby,Kimberly Russell,2,Sidney Poitier,8941,Comedy,False,0,Comedy,en,Ghost Dad,"Elliot Hopper is a widower with three children, he is currently working on a deal. It seems like his wife illness was very costly and this deal could put them out of the red. However he gets into a cab that is driven by a maniac, and Elliot crashes into a river. Elliot is sent back so that he could finish the deal and make sure that his children are taken care of.",3.501,Universal Pictures,United States of America,1990-06-29,24707633.0,84.0,English,Ghost Dad,4.5,51.0
8714,9569,2,1,Steven Seagal,Kelly LeBrock,2,Bruce Malmuth,8942,Action,False,10000000,Action,en,Hard to Kill,"Mason Storm, a 'go it alone' cop, is gunned down at home. The intruders kill his wife, and think they've killed both Mason and his son too. Mason is secretly taken to a hospital where he spends several years in a coma. His son meanwhile is growing up thinking his father is dead. When Mason wakes up, everyone is in danger - himself, his son, his best friend, his nurse - but most of all those who arranged for his death",7.176601,Warner Bros.,United States of America,1990-02-09,47410000.0,96.0,English,Hard to Kill,5.6,141.0
8715,22189,2,1,Robert Redford,Lena Olin,2,Sydney Pollack,8943,Drama,False,40000000,Drama,en,Havana,"An American professional gambler named Jack Weil (Redford) decides to visit Havana, Cuba to gamble. On the boat to Havana, he meets Roberta Duran (Olin), the wife of a revolutionary, Arturo (Julia). Shortly after their arrival, Arturo is taken away by the secret police, and Roberta is captured and tortured. Jack frees her, but she continues to support the revolution.",10.10753,Universal Pictures,United States of America,1990-12-11,9243140.0,144.0,English,Havana,5.5,20.0
8720,9399,2,2,Jean-Claude Van Damme,Harrison Page,2,Sheldon Lettich,8948,Action,False,6000000,Action,en,Lionheart,"Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. To earn the money needed, Gaultier decides to take part in some very dangerous clandestine fights.",4.619068,Universal Pictures,United States of America,1990-06-07,24078196.0,105.0,English,Lionheart,5.9,179.0
8726,59058,2,0,Robert Carlyle,Emer McCourt,2,Ken Loach,8954,Comedy,False,0,Comedy,en,Riff-Raff,"The story of Stevie, a construction worker, and his girlfriend, an unemployed pop singer, serves to show the living conditions of the British poor class",1.501241,Parallax Pictures,United Kingdom,1991-06-21,295444.0,95.0,English,Riff-Raff,6.4,22.0
